28.0	64.32149755798797
24.0	64.31992713224555
32.0	64.2995115975941
20.0	64.28380734016991
40.0	64.2822369144275
36.0	64.27909606294267
44.0	64.21313818176108
16.0	64.20057477582174
52.0	64.18015924117027
48.0	64.16759583523093
56.0	64.0906449738524
12.0	64.08593369662515
60.0	64.0639477362313
64.0	64.03725049861018
68.0	63.9807151718831
72.0	63.88963047882281
76.0	63.820531746156384
80.0	63.75143301348996
84.0	63.661918746172084
8.0	63.64307363726306
88.0	63.60538341944502
92.0	63.540995964005845
96.0	63.47660850856667
100.0	63.38552381550638
4.0	62.91596651852317
