4.0	28906.375732857185
8.0	27833.496678111114
12.0	27259.094556955413
16.0	26899.70667128131
20.0	26653.817620095084
24.0	26475.324931540363
28.0	26340.136403117027
32.0	26234.448585861042
36.0	26149.72011552106
40.0	26080.436303623927
44.0	26022.83023863135
48.0	25974.287792330888
52.0	25932.919250955307
56.0	25897.312710469552
60.0	25866.440688593804
64.0	25839.478657805546
68.0	25815.801951359095
72.0	25794.92663374117
76.0	25776.45648019841
80.0	25760.04576867246
84.0	25745.4427093606
88.0	25732.43663595854
92.0	25720.82608795947
96.0	25710.473638700256
100.0	25701.25231066043
