Marshall Plumlee	NYK	1977.3048154662536	1074.6078253662604	0.543471
Sheldon McClellan	WAS	1957.3609519676058	1063.7689139267868	0.543471
Maurice Ndour	NYK	1946.9613253669866	1058.1170184585217	0.543471
Fred VanVleet	TOR	1921.554898541475	1044.309362265234	0.543471
Daniel Ochefu	WAS	1919.0006427138173	1042.921198296321	0.543471
Kay Felder	CLE	1908.9374548874885	1037.4521475451584	0.543471
Treveon Graham	CHO	1880.9211021464212	1022.2260723046177	0.543471
John Jenkins	ATL	1860.9459919798767	874.3487258178172	0.469841
Nicolas Brussino	DAL	1844.769584170501	1002.5787706787264	0.543471
Joel Bolomboy	UTA	1830.230297620593	1098.1381785723559	0.6
Ron Baker	NYK	1791.103182925641	973.4126379277811	0.543471
Michael Gbinije	DET	1773.5890915046355	1152.832909478013	0.65
Robert Covington	HOU	1762.0668337818754	1789.7242348049156	1.015696
Jake Layman	POR	1752.7136969504913	1051.6282181702948	0.6
Kevin Martin	SAC	1704.427350028346	2318.541046380309	1.360305
Martell Webster	POR	1704.2159438910194	1414.499233429546	0.83
A.J. Hammons	DAL	1667.6384891335829	1083.9650179368289	0.65
Georges Niang	IND	1554.3875369450284	1010.3518990142685	0.65
Aaron Gray	CHI	1552.4469843045063	701.7976312777108	0.452059
Paul Zipser	CHI	1538.8535160331555	1154.1401370248666	0.75
Rodney Hood	UTA	1470.7959624776784	2068.703937144104	1.40652
Tim Duncan	SAS	1463.0731417241211	2752.406347868503	1.88125
Malcolm Brogdon	MIL	1456.667176750808	1347.4171384944975	0.925
Terrence Jones	HOU	1415.9838979452043	1488.14385336839	1.050961
David West	NOH	1406.83137544251	2182.9225651877496	1.551659
Norman Powell	TOR	1364.5451321991877	1193.4802962461688	0.874636
Jonathon Simmons	SAS	1361.6729576931723	1190.9681890249253	0.874636
Sean Kilpatrick	MIN	1332.5065502497973	1306.4307295679591	0.980431
Josh Richardson	MIA	1325.2306504654975	1159.0944352005408	0.874636
David Lee	NYK	1287.9048530322045	1998.3891563510972	1.551659
Elton Brand	CHI	1266.4190503040504	1266.4190503040504	1.0
Spencer Dinwiddie	DET	1245.599101658892	905.1419904006705	0.726672
Gerald Green	BOS	1228.586903236614	1733.0422285317613	1.410598
Cristiano Felicio	CHI	1202.7013667062145	1051.9259125704566	0.874636
Nikola Jokic	DEN	1195.122902737367	1623.5744633687132	1.3585
Alan Williams	PHO	1194.380332302945	1044.6480363241185	0.874636
Christian Wood	PHI	1176.7893977725241	1029.2623717101694	0.874636
Raul Neto	UTA	1158.6182947288578	1086.5522367967228	0.9378
Marcus Thornton	NOH	1154.3759920513805	1518.5215899920045	1.315448
Jordan McRae	PHO	1148.8107595256222	1004.7912474684521	0.874636
Tyler Ulis	PHO	1148.5663510061227	1054.8077312071418	0.918369
Willie Reed	SAC	1148.372097236971	1166.3969456752025	1.015696
Brandon Jennings	MIL	1146.2213738577245	1375.4656486292695	1.2
JaMychal Green	SAS	1144.5690087657842	1122.1709378332466	0.980431
Stephen Zimmerman	ORL	1141.4292836530065	1084.3578194703562	0.95
Richaun Holmes	PHI	1132.2358639589304	1161.4826485608535	1.025831
Andrew Harrison	MEM	1130.808720105646	1068.6142404998354	0.945
Jerami Grant	PHI	1128.8390225490662	1106.7487717168035	0.980431
Ivica Zubac	LAL	1117.8911933819047	1156.9681979377626	1.034956
Edy Tavares	ATL	1108.6870429075693	1108.6870429075693	1.0
T.J. McConnell	PHI	1090.2243809029117	953.549491615399	0.874636
Jason Thompson	SAC	1089.8550285877084	1030.0503237489866	0.945126
Marreese Speights	PHI	1081.4830709756923	1517.9815347352624	1.403611
Salah Mejri	DAL	1078.443279509806	943.2453162173387	0.874636
Darrun Hilliard	DET	1077.1919015268475	941.5303534485563	0.87406
Isaiah Whitehead	BRK	1073.4832925887242	1153.076711317715	1.074145
Nick Johnson	HOU	1067.8293603168925	1046.9330075648513	0.980431
Isaiah Canaan	HOU	1055.8225734207585	1072.3947645331707	1.015696
Joe Harris	CLE	1034.2115427652432	1013.9730570848702	0.980431
Montrezl Harrell	HOU	1029.4513578042636	1029.4513578042636	1.0
Rakeem Christmas	IND	1028.472887749241	1082.3052156398119	1.052342
Pat Connaughton	POR	1014.8274580008978	887.6046285560732	0.874636
Justin Holiday	PHI	1013.223692263053	1029.1272513368137	1.015696
Damian Jones	GSW	983.2477419864595	1151.9337246016564	1.17156
Dejounte Murray	SAS	967.2899095617123	1141.4794764755854	1.18008
Ian Clark	UTA	956.3781856825948	971.3894976850687	1.015696
Josh Huestis	OKC	951.7664030989492	1134.0106339643362	1.19148
Skal Labissiere	SAC	950.0199201981483	1129.4216819283665	1.18884
Gary Harris	DEN	931.2496750893225	1542.0377119869074	1.65588
Mike Muscala	ATL	928.8376855952487	943.4167219083516	1.015696
Brice Johnson	LAC	924.437720871615	1177.6597013727678	1.27392
Kevon Looney	GSW	920.9827434118355	1089.3752282172554	1.18284
Timothe Luwawu-Cabarrot	PHI	908.0111989813926	1204.8945406003486	1.32696
DeAndre Liggins	ORL	902.7656343218996	916.9354437182161	1.015696
Luke Babbitt	POR	890.684143704188	1092.8694443250388	1.227
Pascal Siakam	TOR	879.855706585414	1052.3426193044186	1.19604
Willy Hernangomez	NYK	875.3599032662295	1203.6198669910655	1.375
Chris McCullough	BRK	868.4393744716207	1034.7281458954467	1.19148
Clint Capela	HOU	855.3356310355957	1108.7202583735807	1.29624
Damjan Rudez	IND	851.2084410069093	834.5511430248451	0.980431
Brandon Bass	NOK	848.3179654319132	1316.3002059241169	1.551659
Glenn Robinson	MIN	846.6882097723424	889.4459643658456	1.0505
Jordan Mickey	BOS	839.0409981175568	1026.6950344695429	1.223653
Alan Anderson	CHA	834.4259338655396	1097.6439258515563	1.315448
C.J. McCollum	POR	827.312190518823	2663.5969550384016	3.219579
Joel Anthony	MIA	825.723769614543	411.0931844927572	0.497858
Jarell Martin	MEM	825.0284047419995	1061.11853304297	1.28616
Bobby Portis	CHI	823.3609646420381	1196.903367080838	1.45368
Jason Terry	ATL	812.8948450603793	1261.335602391543	1.551659
Ty Lawson	DEN	808.3916651376333	1063.3971991219694	1.315448
Rondae Hollis-Jefferson	BRK	799.8465123095282	1116.2657925791775	1.3956
Brian Roberts	NOH	794.7848914632532	835.287924317112	1.050961
Joe Young	IND	792.9295839321702	834.433104214348	1.052342
Caris LeVert	BRK	788.0793681778451	1231.2006353168838	1.56228
Malachi Richardson	SAC	786.5104154811622	1132.4806170430159	1.43988
Giannis Antetokounmpo	MIL	784.6996582570005	2350.5058350358427	2.995421
Tyus Jones	MIN	778.0964977341927	1042.4003160845432	1.33968
Kyle Anderson	SAS	776.6347674414789	925.8107735716382	1.19208
Zach LaVine	MIN	775.5732487798349	1737.9665817257567	2.24088
Deyonta Davis	MEM	772.2934992291601	1057.4466556560437	1.369229
Demetrius Jackson	BOS	770.4562226967436	1117.161522910278	1.45
JaVale McGee	WAS	768.0211352908516	1078.0029137267275	1.403611
Anthony Bennett	CLE	766.2396945280681	778.2665927733806	1.015696
Thomas Robinson	SAC	764.7666840780421	803.7399590653432	1.050961
Sasha Kaun	CLE	760.3252256809178	1013.8328624274495	1.33342
Dion Waiters	CLE	759.1322893291357	2199.9653744758352	2.898
Rudy Gobert	UTA	747.3178907450896	1585.2764738228695	2.121288
Mitch McGary	OKC	742.5686857299348	1133.1895171713097	1.52604
Jeremy Evans	UTA	739.8607599417205	908.0207526258345	1.227286
Jeff Withey	NOP	729.1184173647291	740.5626600436858	1.015696
DeAndre' Bembry	ATL	717.1762429292432	1075.592242095562	1.49976
C.J. Wilcox	LAC	716.4132245217552	866.6307494394769	1.20968
Devin Booker	PHO	715.284519118679	1590.5066567122944	2.2236
Joffrey Lauvergne	DEN	702.3677146343464	1200.8521290646347	1.70972
Raymond Felton	CHA	691.1814186864754	1072.4778689376376	1.551659
Justin Anderson	DAL	688.8410789182439	1043.0156080548481	1.51416
Nene Hilario	DEN	679.8082927442314	1970.0844323727827	2.898
Mo Williams	UTA	676.9187398906513	1489.221227759433	2.2
Malik Beasley	DEN	676.7456665529392	1101.281758094929	1.62732
Dario Saric	PHI	668.728357649408	1550.2995769714698	2.31828
Jordan Adams	MEM	666.3275883671075	976.2232231648818	1.46508
Sam Dekker	HOU	655.1443722976048	1127.2152012003671	1.72056
Jusuf Nurkic	DEN	654.6509925481388	1257.7940450025899	1.92132
Tim Hardaway	NYK	649.7622872167402	1482.5008833251504	2.281605
Bruno Caboclo	TOR	640.7391991660021	1018.5446605622435	1.58964
Henry Ellenson	DET	638.7721045718508	1088.5443188429824	1.70412
Delon Wright	TOR	638.6997033600903	1007.4082681158033	1.57728
Jerian Grant	NYK	634.067497574239	1041.7982612143778	1.64304
Alonzo Gee	WAS	622.2712244435023	871.1797142209032	1.4
Wade Baldwin	MEM	618.646092124275	1109.7026142088396	1.79376
Shabazz Napier	MIA	616.7732457848724	832.7178945990719	1.35012
Doug McDermott	CHI	611.840453142851	1519.2243187718245	2.48304
Gorgui Dieng	MIN	606.4080168115717	1424.3208409507338	2.348783
Dennis Schroder	ATL	591.234677657147	1601.4076056779504	2.708582
Kelly Oubre	WAS	588.5977101013005	1181.1037089976737	2.00664
Juan Hernangomez	DEN	587.3691953331836	1167.3610335729825	1.98744
Sasha Vujacic	LAL	582.190605493477	821.2369037278878	1.410598
Tony Snell	CHI	581.3507939517737	1376.8287817874223	2.368327
T.J. Warren	PHO	581.2500673298694	1237.4348933399053	2.12892
Kentavious Caldwell-Pope	DET	579.4874484146662	2131.539691765187	3.678319
Steve Novak	HOU	576.3289431820418	894.2659916489038	1.551659
Richard Jefferson	NJN	568.0953026408208	1420.2382566020522	2.5
Shabazz Muhammad	MIN	558.6710461633497	1701.879049256366	3.046299
Mason Plumlee	BRK	553.1141931193586	1287.9429921042201	2.32853
Denzel Valentine	CHI	552.9712431732628	1156.9264349671005	2.0922
Pablo Prigioni	NYK	551.8939545542609	580.0190223723006	1.050961
Rashad Vaughn	MIL	548.3863768027305	993.1496638448172	1.81104
Paul Pierce	BOS	548.2097805422583	1918.7342318979038	3.5
Joe Ingles	UTA	544.9383471280138	1226.111281038031	2.25
Terry Rozier	BOS	543.5754660115049	1036.2940114229734	1.90644
Kelly Olynyk	BOS	542.6894438542399	1679.0887369372324	3.094014
Anderson Varejao	CLE	542.6819563711167	1076.6837148500774	1.984005
Marcelo Huertas	LAL	537.2856711863474	805.9285067795211	1.5
Myles Turner	IND	524.0403772912636	1291.1516431853067	2.46384
Trey Lyles	UTA	521.9195911925807	1221.6049951453542	2.3406
Domantas Sabonis	OKC	517.5696794522238	1262.9735317993163	2.4402
Frank Kaminsky	CHO	514.7971478836084	1405.396213722251	2.73
Georgios Papagiannis	SAC	508.9227474493004	1120.7700313427474	2.20224
Steven Adams	OKC	502.51250804268415	1578.1490742206863	3.140517
Andre Roberson	OKC	502.33133808130145	1096.625478887823	2.183072
Will Barton	POR	498.927204498111	1762.875956250924	3.533333
Randy Foye	MIN	498.50804102705945	1246.2701025676486	2.5
James Young	BOS	495.1758649286774	903.7949886678219	1.8252
Marcus Morris	HOU	494.6801930234857	2287.895892733621	4.625
Tyler Ennis	PHO	491.11658097148995	851.5372174148471	1.73388
Cameron Payne	OKC	490.05865228259097	1035.2391017739278	2.11248
Chris Andersen	DEN	488.1429895800861	757.4314630688468	1.551659
Andrew Wiggins	MIN	485.23267035370486	2914.5985577465635	6.0066
Quincy Acy	TOR	473.01921102685895	847.1310510664238	1.790902
Trey Burke	UTA	472.27257690219596	1599.3973643918232	3.386598
Beno Udrih	SAS	469.5296089404929	728.5498434789962	1.551659
Isaiah Thomas	SAC	467.8729816537157	3081.941089386604	6.587132
Tim Frazier	PHI	467.7269566435412	977.5493393850011	2.09
James Jones	IND	464.81701170623506	721.2374995670849	1.551659
Taurean Waller-Prince	ATL	464.6711215319214	1077.2377676250228	2.31828
Karl-Anthony Towns	MIN	459.6492896875866	2739.583310424366	5.96016
Lucas Nogueira	TOR	459.16083186096057	882.1948894711007	1.92132
Anthony Morrow	GSW	451.9476947783608	1576.3935593869226	3.488
Aaron Brooks	HOU	449.16739349684264	1212.7519624414751	2.7
Thon Maker	MIL	447.19455760823433	1148.6639406725108	2.5686
Justise Winslow	MIA	443.7762070774509	1150.9069664829444	2.59344
Kevin Seraphin	WAS	441.5992681174647	794.8786826114365	1.8
Lou Amundson	UTA	438.2025299632031	679.9408994401738	1.551659
Malcolm Delaney	ATL	436.95881445183124	1092.397036129578	2.5
Seth Curry	MEM	433.5314095743813	1256.374024946557	2.898
Adreian Payne	ATL	431.3041851246854	872.2005753265438	2.02224
Zaza Pachulia	ORL	416.7850063735712	1207.8429484706094	2.898
Dante Cunningham	POR	415.57284107011776	1237.6798139170783	2.97825
Michael Carter-Williams	PHI	413.24897500409327	1315.588856398881	3.183526
Stanley Johnson	DET	411.31492533533236	1221.5559704548969	2.96988
Patty Mills	POR	407.93521670852596	1459.9789279685456	3.578948
Jamal Murray	DEN	407.66587558782606	1308.9498999724156	3.21084
Bojan Bogdanovic	BRK	402.44729894029666	1501.3912231335146	3.730653
Elfrid Payton	ORL	398.82084699277596	1042.3581657003192	2.6136
Jabari Parker	MIL	398.4042120942475	2141.151725142356	5.37432
Emmanuel Mudiay	DEN	394.7001705620744	1279.5390129281327	3.2418
Mike Scott	ATL	394.6549290036222	1315.5166931153599	3.333334
Jakob Poeltl	TOR	389.2537722143017	1052.5266299165833	2.70396
Marquese Chriss	PHO	387.42207642638624	1139.5787924836295	2.94144
Buddy Hield	NOP	386.3746461420126	1358.9569054106867	3.5172
Julius Randle	LAL	386.01967957433544	1261.1726155309027	3.26712
Nik Stauskas	SAC	384.65369677684106	1151.2839006009565	2.99304
Vince Carter	TOR	381.67981893619736	1627.5045036936249	4.264057
Mike Dunleavy	GSW	374.63850912081693	1812.3137878719522	4.8375
Kristaps Porzingis	NYK	374.4715605210343	1616.8633462928801	4.31772
Shelvin Mack	WAS	374.0275138630935	910.1338664185366	2.433334
Leandro Barbosa	PHO	372.8046909685399	1491.2187638741595	4.0
Marcus Smart	BOS	372.4519694657147	1332.960904481457	3.57888
Kyle Korver	PHI	372.24227825501544	1950.339965653623	5.239437
C.J. Miles	UTA	371.9655427688072	1704.8854670036894	4.58345
Mindaugas Kuzminskas	NYK	371.6857897337419	1077.145418648384	2.898
Tibor Pleiss	UTA	365.74309400065084	1097.2292820019525	3.0
Tomas Satoransky	WAS	363.13046483336166	1042.4796591396575	2.870813
Reggie Bullock	LAC	362.75631321014765	818.2491013545904	2.255644
Noah Vonleh	CHO	357.5078444548471	983.632782919288	2.75136
Quincy Pondexter	NOH	351.7159850128208	1272.5006960247154	3.617978
Luis Scola	HOU	347.9044748143682	1739.5223740718409	5.0
James Ennis	MIA	345.2372333671263	1000.4975022979321	2.898
Willie Cauley-Stein	SAC	342.97854096018847	1217.9716755161828	3.55116
Victor Oladipo	ORL	340.63959495095384	2232.1976401298025	6.55296
Devin Harris	DAL	340.2218870870813	1438.4581386041798	4.228
Dewayne Dedmon	GSW	335.05635154996116	970.9933067917875	2.898
Troy Daniels	HOU	334.66551502167437	1115.4200816363393	3.33294
Stephen Curry	GSW	333.22052239993116	4036.0865934755075	12.112359
Nikola Mirotic	CHI	332.928863853386	1925.144508789012	5.78245
Ben McLemore	SAC	323.1847147068207	1295.6093854633089	4.008882
J.J. Redick	ORL	322.0950328821947	2376.2561050883915	7.3775
Nemanja Bjelica	MIN	320.74180540043363	1218.8188605216478	3.8
Nerlens Noel	PHI	319.58291215261306	1401.2080825040107	4.38449
Aaron Gordon	ORL	318.8322751798958	1387.3412556357844	4.35132
James Johnson	CHI	318.4506078586672	1273.8024314346687	4.0
Thabo Sefolosha	CHI	317.2040154555448	1221.2354595038473	3.85
Zach Randolph	POR	307.98643827918994	3191.184540975721	10.361445
Josh Smith	ATL	306.12083162951046	1653.0524907993567	5.4
Jae Crowder	DAL	305.47558823394326	1920.3441816785667	6.286408
Darren Collison	NOH	304.61877030051346	1592.9898468231013	5.229454
Joel Embiid	PHI	304.4643577932465	1469.3937050074546	4.82616
Cody Zeller	CHA	302.8174343833755	1610.4778979077528	5.318313
Lance Stephenson	IND	300.8243501897425	1203.29740075897	4.0
Brandon Rush	IND	299.03569625934995	1046.6249369077248	3.5
Dante Exum	UTA	298.7002425963734	1176.974539907342	3.94032
Jodie Meeks	MIL	292.77478242679285	1914.7470770712252	6.54
Kris Humphries	UTA	292.25869452520834	1169.0347781008334	4.0
Justin Hamilton	CHA	291.1549135188297	873.464740556489	3.0
Kris Dunn	MIN	288.0826371652785	1115.6057740752844	3.87252
Roy Hibbert	IND	287.9243771218852	1439.621885609426	5.0
Avery Bradley	BOS	286.5645348481459	2369.7921309459225	8.269663
Markieff Morris	PHO	285.5716752018968	2113.2303964940365	7.4
Nick Young	WAS	285.29893646776827	1553.1440156177403	5.443918
K.J. McDaniels	PHI	283.0008491911504	943.3360696368849	3.333333
Lou Williams	PHI	282.8553410572556	1979.9873874007892	7.0
Tony Allen	BOS	280.36285430319543	1543.5707771830503	5.505618
Jordan Hill	NYK	279.52213094448604	1093.3172725336437	3.91138
P.J. Tucker	TOR	277.8107496883633	1472.3969733483252	5.3
Otto Porter	WAS	275.84125435202156	1625.8031121669824	5.893981
Deron Williams	UTA	273.8176622267055	1505.9971422468802	5.5
Greivis Vasquez	MEM	273.669827407931	1189.8687910197152	4.347826
Jared Sullinger	BOS	271.8760530301719	1530.1184264538074	5.628
Mike Miller	ORL	270.66108428725016	947.3137950053755	3.5
Tyler Johnson	MIA	269.1552070133717	1514.805505071256	5.628
Langston Galloway	NYK	268.54234640017114	1396.4202012808898	5.2
Jahlil Okafor	PHI	266.72648211790784	1277.3104466255218	4.78884
D'Angelo Russell	LAL	264.3705379898873	1409.8352049924708	5.3328
Mario Hezonja	ORL	263.07022503222134	1028.5624886399803	3.90984
Patrick Patterson	HOU	259.96080829996487	1572.7628902147874	6.05
Jaylen Brown	BOS	259.0943525974282	1228.8845143696021	4.743
Marco Belinelli	GSW	257.27566798027436	1629.4124781165149	6.333333
Ersan Ilyasova	MIL	257.2125073589799	2160.5850618154313	8.4
Carl Landry	HOU	255.75846767007081	1662.4300398554603	6.5
Dragan Bender	PHO	254.90197516443138	1090.0424144351612	4.27632
George Hill	SAS	254.4281595077439	2035.4252760619513	8.0
J.J. Barea	DAL	251.82991567690442	1031.7345730324935	4.09695
Jason Smith	PHI	250.8256086552523	1254.1280432762615	5.0
Trevor Ariza	NYK	246.5988473342124	1925.1900497716235	7.806971
Al Jefferson	BOS	246.254528711504	2519.227908279325	10.230179
Gerald Henderson	CHA	245.66374948608825	2210.9737453747944	9.0
Alex Len	PHO	245.38945376121237	1183.665722341113	4.823621
Brandon Ingram	LAL	239.82032933771126	1266.6542370564027	5.28168
Jameer Nelson	ORL	236.90502569871958	1075.6731918106786	4.540525
Wayne Ellington	MIN	224.7550709936473	1348.5304259618838	6.0
Rodney Stuckey	DET	223.80600080150074	1566.6420056105053	7.0
Jonas Jerebko	DET	223.41685317363948	1117.0842658681975	5.0
Monta Ellis	GSW	220.43760892177852	2374.1130480875545	10.77
Alexis Ajinca	CHA	217.36984392222973	999.9012820422568	4.6
Kemba Walker	CHA	216.85639711169998	2602.2767653404	12.0
Al-Farouq Aminu	LAC	216.7054424927387	1664.5069190962388	7.680965
Klay Thompson	GSW	216.26592883685015	3603.7635251175157	16.663575
Ramon Sessions	MIL	212.76397165571532	1276.583829934292	6.0
Joe Johnson	BOS	211.5941456435905	2327.5356020794957	11.0
Alex Abrines	OKC	211.41486268921776	1267.3822079142658	5.994764
Derrick Favors	NJN	210.55130833380545	2326.5919570885503	11.05
Taj Gibson	CHI	207.09568101230184	1853.5063450601012	8.95
Matt Barnes	LAC	206.97814139528282	1267.7411160461072	6.125
Rudy Gay	MEM	206.14173727250252	2748.556428252788	13.333333
Channing Frye	NYK	204.2643119361577	1594.6855596205369	7.806971
Ronnie Price	SAC	204.13099996812147	522.0742183134693	2.557545
Kyle Singler	DET	203.6018132995373	984.9237718365117	4.8375
Spencer Hawes	SAC	202.83617306943245	1287.7579793001169	6.348759
Kevin Garnett	MIN	202.59455987997592	1620.7564790398073	8.0
Jeremy Lamb	OKC	201.90977309694344	1314.7613319717036	6.511628
D.J. Augustin	CHA	201.03318646452925	1457.490601867837	7.25
Gordon Hayward	UTA	199.05062700232477	3199.368594896146	16.07314
Nick Collison	SEA	198.15778744114044	743.0917029042766	3.75
Kyle Lowry	MEM	194.74290254497353	2336.9148305396825	12.0
Patrick Beverley	HOU	193.85727763637306	1163.1436658182383	6.0
Nikola Vucevic	PHI	191.35253803616922	2248.392321924988	11.75
Kyle O'Quinn	ORL	191.0265803236933	745.0036632624038	3.9
Eric Gordon	LAC	189.6851811597905	2349.3200140699473	12.385364
C.J. Watson	GSW	189.080762008408	945.4038100420399	5.0
Corey Brewer	MIN	188.22766140243183	1430.530226658482	7.6
Jeff Teague	ATL	187.82591074438608	1652.8680145505975	8.8
Jamal Crawford	CHI	187.1678051516155	2480.5371676880222	13.253012
Terrence Ross	TOR	185.71944685713686	1857.1944685713686	10.0
Serge Ibaka	OKC	185.21047199773895	2268.828281972302	12.25
Lance Thomas	NOH	183.6913504118736	1137.2331503999094	6.191
Lavoy Allen	PHI	182.87588964535357	731.5035585814143	4.0
Aron Baynes	SAS	182.2237692237204	1184.4544999541827	6.5
Wilson Chandler	NYK	182.06058673567108	2039.0785714395158	11.2
Udonis Haslem	MIA	180.80918480015347	723.2367392006139	4.0
Kevin Durant	SEA	180.23064442242716	4783.339326035659	26.5401
Danilo Gallinari	NYK	180.19732883845134	2711.969799018693	15.05
Tyreke Evans	SAC	179.93049160439614	1918.2904311150662	10.661286
Marcin Gortat	ORL	178.50265100592162	2142.0318120710594	12.0
Andre Iguodala	PHI	178.43392007751504	1986.2136280654086	11.131368
Kenneth Faried	DEN	177.13045498113118	2139.49712431875	12.078652
Brandan Wright	GSW	176.41732006395296	1005.5787243645319	5.7
Anthony Tolliver	SAS	175.93379554356983	1407.4703643485586	8.0
DeMarcus Cousins	SAC	175.85593021934923	2982.147279066702	16.9579
Boris Diaw	ATL	175.41810378924112	1227.9267265246879	7.0
Shaun Livingston	LAC	173.60346281654134	1003.8533435635095	5.78245
